Student_ID,Name,Age,Gender,Institution_Type,Board,Department,Class_Semester,Attendance,Study_Hours,Assignment_Completion,Previous_GPA,Participation_Score,Internet_Usage,Sleep_Hours,Subject_1_Name,Subject_1_Score,Subject_2_Name,Subject_2_Score,Subject_3_Name,Subject_3_Score,Subject_4_Name,Subject_4_Score,Subject_5_Name,Subject_5_Score,Final_Score,GPA,Grade,Academic_Health_Score,Risk_Level
STU00097,Sai Sharma,21,Other,Diploma,N/A,Polytechnic - Computer,Semester 7,66.39,3.12,78.02,7.12,7.04,5.22,7.16,Core_Subject_1,63.32,Core_Subject_2,61.32,Laboratory,66.01,Workshop,65.43,Elective,53.27,57.85,5.79,C,62.12,Medium_Risk
STU00098,Vivaan Kumar,19,Female,Commerce,N/A,Banking,Semester 5,93.89,5.01,100.0,5.9,6.68,1.8,6.44,Accountancy,74.76,Business_Studies,77.46,Economics,65.77,Statistics,94.6,Elective,58.34,65.08,6.51,B,83.92,Low_Risk
STU00099,Krishna Agarwal,18,Male,Commerce,N/A,Banking,Semester 3,89.51,3.02,53.56,6.86,7.26,4.07,5.85,Accountancy,63.03,Business_Studies,51.24,Economics,75.53,Statistics,72.34,Elective,77.42,56.66,5.67,C,66.57,Medium_Risk
STU00100,Aadhya Reddy,19,Female,Diploma,N/A,Polytechnic - Civil,Semester 6,64.18,5.5,74.98,7.27,7.07,4.61,6.41,Core_Subject_1,84.41,Core_Subject_2,42.37,Laboratory,48.56,Workshop,60.7,Elective,84.99,63.38,6.34,B,67.27,Medium_Risk
STU00101,Siddharth Verma,19,Female,Commerce,N/A,Accounting & Finance,Semester 6,55.87,4.42,74.27,6.16,4.29,2.32,6.67,Accountancy,61.98,Business_Studies,66.39,Economics,56.22,Statistics,61.46,Elective,70.15,61.4,6.14,B,61.27,Medium_Risk
STU00102,Aarav Verma,16,Female,School,CBSE,General,Class 10,78.73,3.44,45.77,6.65,4.39,3.57,5.87,Mathematics,48.32,Science,61.3,Social_Science,78.1,English,56.02,Second_Language,53.37,48.35,4.83,D,60.16,High_Risk
STU00103,Shreya Verma,18,Other,Diploma,N/A,Polytechnic - Computer,Semester 1,76.04,7.38,58.69,4.27,7.98,4.38,6.09,Core_Subject_1,43.18,Core_Subject_2,66.48,Laboratory,51.39,Workshop,55.31,Elective,64.53,55.68,5.57,C,70.85,Low_Risk
STU00104,Amit Iyer,23,Female,Commerce,N/A,Economics,Semester 5,69.8,5.09,70.3,7.26,7.66,4.62,6.62,Accountancy,45.16,Business_Studies,62.35,Economics,74.28,Statistics,49.88,Elective,61.99,55.23,5.52,C,65.9,Medium_Risk
STU00105,Aanya Rao,16,Female,School,ICSE,General,Class 8,83.6,5.76,80.9,7.62,10.0,5.34,4.85,Mathematics,79.79,Science,78.75,Social_Science,85.19,English,89.47,Second_Language,63.97,67.96,6.8,B,79.71,Low_Risk
STU00106,Rahul Desai,19,Male,Arts_Science,N/A,Mathematics,Semester 7,73.59,8.86,74.25,8.57,6.55,5.05,7.26,Core_Subject_1,85.82,Core_Subject_2,79.51,Core_Subject_3,72.65,Language,91.98,Elective,83.28,76.21,7.62,A,81.27,Low_Risk
STU00107,Aditi Patel,17,Female,School,CBSE,General,Class 11,99.11,5.16,92.99,5.06,2.74,3.92,6.86,Mathematics,59.2,Science,92.28,Social_Science,76.87,English,75.57,Second_Language,43.77,69.65,6.96,B,83.56,Low_Risk
STU00108,Krishna Menon,17,Male,Arts_Science,N/A,Physics,Semester 5,89.74,6.17,85.81,6.44,6.41,1.03,4.06,Core_Subject_1,72.47,Core_Subject_2,88.24,Core_Subject_3,78.64,Language,68.73,Elective,99.68,77.14,7.71,A,84.38,Low_Risk
STU00109,Zara Mehta,22,Male,Postgraduate,N/A,M.A Economics,Semester 4,76.9,4.56,100.0,5.93,0.88,4.41,5.99,Core_Subject_1,60.45,Core_Subject_2,61.98,Research_Methodology,44.12,Elective,63.58,Seminar,49.36,63.84,6.38,B,72.29,Low_Risk
STU00110,Pooja Bansal,18,Other,Arts_Science,N/A,Physics,Semester 1,84.01,2.94,51.96,5.79,5.62,2.11,7.67,Core_Subject_1,58.1,Core_Subject_2,56.25,Core_Subject_3,41.18,Language,58.05,Elective,33.18,46.88,4.69,D,59.48,High_Risk
STU00111,Myra Joshi,16,Male,School,State_Board,General,Class 12,97.64,3.24,61.99,7.49,1.11,0.0,6.54,Mathematics,74.5,Science,69.3,Social_Science,78.8,English,71.68,Second_Language,54.16,57.54,5.75,C,72.08,Low_Risk
STU00112,Tanvi Nair,17,Other,Diploma,N/A,Polytechnic - Computer,Semester 5,58.21,2.74,79.25,8.09,5.73,3.54,7.64,Core_Subject_1,55.71,Core_Subject_2,81.14,Laboratory,55.08,Workshop,71.77,Elective,53.92,61.05,6.1,B,58.94,High_Risk
STU00113,Pooja Pillai,20,Female,Diploma,N/A,Polytechnic - Civil,Semester 8,72.14,0.93,37.58,4.48,3.24,3.09,5.35,Core_Subject_1,35.69,Core_Subject_2,48.54,Laboratory,51.93,Workshop,39.57,Elective,51.76,36.76,3.68,F,46.47,High_Risk
STU00114,Ananya Chopra,21,Female,Commerce,N/A,Banking,Semester 5,76.36,8.61,57.26,6.85,5.92,3.2,6.75,Accountancy,73.28,Business_Studies,80.47,Economics,71.91,Statistics,71.16,Elective,88.95,63.08,6.31,B,77.47,Low_Risk
STU00115,Aditi Menon,17,Male,Commerce,N/A,Banking,Semester 8,83.24,6.92,83.2,8.45,7.93,6.44,7.37,Accountancy,78.82,Business_Studies,75.33,Economics,78.18,Statistics,70.39,Elective,79.49,73.6,7.36,A,82.18,Low_Risk
STU00116,Reyansh Chopra,17,Other,Diploma,N/A,Polytechnic - Computer,Semester 8,87.07,4.35,39.79,9.53,7.43,3.26,6.42,Core_Subject_1,74.41,Core_Subject_2,80.42,Laboratory,70.3,Workshop,71.03,Elective,51.48,66.99,6.7,B,66.69,Medium_Risk
STU00117,Yash Pillai,21,Other,Arts_Science,N/A,Mathematics,Semester 7,90.24,4.7,64.74,6.0,10.0,0.0,7.55,Core_Subject_1,50.89,Core_Subject_2,52.22,Core_Subject_3,68.14,Language,51.85,Elective,86.91,64.69,6.47,B,71.79,Low_Risk
STU00118,Sara Desai,23,Other,Arts_Science,N/A,Chemistry,Semester 5,67.76,5.22,82.35,3.6,6.99,7.95,7.73,Core_Subject_1,69.39,Core_Subject_2,56.46,Core_Subject_3,43.06,Language,73.47,Elective,51.14,52.56,5.26,C,67.92,Low_Risk
STU00119,Zara Joshi,23,Other,Engineering,N/A,Electronics,Semester 7,98.33,5.45,85.86,5.17,10.0,4.34,7.83,Engineering_Mathematics,48.64,Programming,79.8,Data_Structures,55.19,DBMS,69.39,Operating_Systems,67.46,72.65,7.26,A,81.24,Low_Risk
STU00120,Krishna Rao,17,Other,Arts_Science,N/A,Psychology,Semester 5,62.7,1.3,89.65,5.54,5.18,0.0,6.02,Core_Subject_1,60.52,Core_Subject_2,57.28,Core_Subject_3,46.36,Language,70.83,Elective,50.19,62.08,6.21,B,57.38,High_Risk
STU00121,Sara Singh,20,Other,Engineering,N/A,Electronics,Semester 4,67.18,4.68,74.1,8.32,8.54,2.74,6.62,Engineering_Mathematics,70.29,Programming,72.09,Data_Structures,53.73,DBMS,79.48,Operating_Systems,79.43,65.86,6.59,B,67.79,Medium_Risk
STU00122,Varun Menon,17,Male,Engineering,N/A,Electronics,Semester 7,96.73,3.06,73.61,5.56,6.56,1.5,6.67,Engineering_Mathematics,60.92,Programming,53.88,Data_Structures,46.95,DBMS,60.99,Operating_Systems,59.38,56.49,5.65,C,70.34,Low_Risk
STU00123,Krishna Joshi,20,Female,Commerce,N/A,Accounting & Finance,Semester 5,76.88,5.57,100.0,7.31,2.28,4.31,8.5,Accountancy,69.08,Business_Studies,52.45,Economics,58.58,Statistics,70.37,Elective,42.51,56.1,5.61,C,75.48,Low_Risk
STU00124,Amit Desai,27,Other,Postgraduate,N/A,M.A Economics,Semester 3,86.44,5.11,81.47,5.12,7.8,1.18,7.99,Core_Subject_1,76.4,Core_Subject_2,65.09,Research_Methodology,40.43,Elective,63.4,Seminar,70.66,56.04,5.6,C,75.11,Low_Risk
STU00125,Pooja Chopra,11,Female,School,CBSE,General,Class 9,93.51,2.52,77.34,8.56,2.36,3.76,6.14,Mathematics,56.07,Science,71.61,Social_Science,46.7,English,60.85,Second_Language,59.64,60.12,6.01,B,69.24,Low_Risk
STU00126,Rahul Malhotra,20,Other,Arts_Science,N/A,Psychology,Semester 1,68.91,6.16,58.2,3.66,8.14,5.72,8.26,Core_Subject_1,51.12,Core_Subject_2,64.89,Core_Subject_3,44.54,Language,62.6,Elective,48.6,51.85,5.18,C,64.75,Medium_Risk
STU00127,Pooja Malhotra,29,Male,Postgraduate,N/A,M.A Economics,Semester 4,73.06,6.67,63.7,5.39,2.18,6.91,7.97,Core_Subject_1,69.58,Core_Subject_2,61.78,Research_Methodology,54.2,Elective,84.3,Seminar,55.96,48.94,4.89,D,71.27,Low_Risk
STU00128,Aditi Singh,18,Male,Arts_Science,N/A,Mathematics,Semester 8,85.0,5.0,74.21,6.41,4.79,2.5,8.82,Core_Subject_1,58.95,Core_Subject_2,64.71,Core_Subject_3,72.74,Language,64.41,Elective,56.77,66.4,6.64,B,72.97,Low_Risk
STU00129,Siddharth Iyer,17,Female,Engineering,N/A,Electrical,Semester 2,100.0,0.78,79.29,4.3,4.67,2.67,6.35,Engineering_Mathematics,49.94,Programming,42.58,Data_Structures,65.5,DBMS,54.6,Operating_Systems,60.78,51.13,5.11,C,66.47,Medium_Risk
STU00130,Meera Gupta,26,Male,Postgraduate,N/A,M.A Economics,Semester 3,58.36,10.04,56.61,8.07,8.04,1.41,7.54,Core_Subject_1,74.54,Core_Subject_2,80.79,Research_Methodology,72.57,Elective,85.5,Seminar,75.99,58.57,5.86,C,71.22,Low_Risk
STU00131,Tanvi Gupta,14,Female,School,State_Board,General,Class 6,77.98,7.8,100.0,6.89,4.27,6.55,6.82,Mathematics,68.54,Science,53.75,Social_Science,70.88,English,91.21,Second_Language,60.34,74.43,7.44,A,84.04,Low_Risk
STU00132,Meera Desai,19,Other,Diploma,N/A,Polytechnic - Civil,Semester 6,66.04,0.82,76.22,2.91,3.22,2.33,5.82,Core_Subject_1,51.12,Core_Subject_2,57.83,Laboratory,56.28,Workshop,51.31,Elective,45.31,44.33,4.43,D,53.5,High_Risk
STU00133,Krishna Reddy,18,Male,Commerce,N/A,B.Com General,Semester 3,71.7,3.41,61.42,4.56,8.06,3.56,5.78,Accountancy,59.86,Business_Studies,47.84,Economics,48.51,Statistics,61.47,Elective,49.57,54.27,5.43,C,59.26,High_Risk
STU00134,Shreya Kapoor,21,Other,Commerce,N/A,Economics,Semester 2,84.65,8.88,100.0,9.43,3.86,5.22,5.96,Accountancy,73.44,Business_Studies,68.61,Economics,89.88,Statistics,73.53,Elective,71.25,78.52,7.85,A,88.46,Low_Risk
STU00135,Aditi Verma,18,Other,Commerce,N/A,Banking,Semester 4,57.03,7.79,66.38,5.3,9.45,5.93,6.93,Accountancy,59.13,Business_Studies,72.47,Economics,69.86,Statistics,67.1,Elective,67.75,42.79,4.28,D,69.51,Low_Risk
STU00136,Sanjay Rao,17,Female,Engineering,N/A,Electronics,Semester 4,82.4,8.9,49.89,6.46,6.64,1.93,6.94,Engineering_Mathematics,61.41,Programming,72.79,Data_Structures,73.61,DBMS,68.13,Operating_Systems,64.1,63.08,6.31,B,75.82,Low_Risk
STU00137,Myra Kapoor,21,Other,Engineering,N/A,Mechanical,Semester 3,72.07,9.63,72.3,8.97,5.59,3.92,5.18,Engineering_Mathematics,71.96,Programming,90.32,Data_Structures,90.59,DBMS,89.28,Operating_Systems,94.02,67.3,6.73,B,81.49,Low_Risk
STU00138,Pooja Kumar,11,Other,School,ICSE,General,Class 8,96.24,6.24,100.0,4.02,5.44,2.47,4.33,Mathematics,73.65,Science,83.91,Social_Science,60.17,English,71.46,Second_Language,57.2,72.11,7.21,A,86.61,Low_Risk
STU00139,Nikhil Pillai,22,Other,Engineering,N/A,Electrical,Semester 2,64.07,7.95,81.64,5.28,5.64,3.43,7.86,Engineering_Mathematics,47.82,Programming,66.2,Data_Structures,63.25,DBMS,72.92,Operating_Systems,69.32,57.56,5.76,C,74.61,Low_Risk
STU00140,Myra Kapoor,15,Female,School,ICSE,General,Class 9,68.43,3.77,77.82,5.9,7.02,4.45,8.06,Mathematics,77.01,Science,46.29,Social_Science,56.28,English,46.76,Second_Language,51.58,53.43,5.34,C,62.83,Medium_Risk
STU00141,Ananya Kapoor,17,Other,Commerce,N/A,Economics,Semester 5,76.23,4.81,78.87,7.2,10.0,1.71,8.02,Accountancy,62.14,Business_Studies,81.4,Economics,60.37,Statistics,46.31,Elective,75.23,58.28,5.83,C,70.75,Low_Risk
STU00142,Vivaan Verma,19,Male,Diploma,N/A,Polytechnic - Computer,Semester 4,64.9,2.9,76.93,8.05,8.6,2.07,8.12,Core_Subject_1,66.13,Core_Subject_2,60.5,Laboratory,68.22,Workshop,64.3,Elective,63.26,66.96,6.7,B,61.47,Medium_Risk
STU00143,Shreya Sharma,18,Female,Commerce,N/A,Economics,Semester 7,63.18,3.09,78.47,8.44,9.39,4.96,7.27,Accountancy,67.63,Business_Studies,58.73,Economics,54.66,Statistics,69.34,Elective,70.36,64.38,6.44,B,61.58,Medium_Risk
STU00144,Rahul Bansal,21,Other,Diploma,N/A,Polytechnic - Computer,Semester 6,88.69,3.39,74.98,5.5,4.89,1.15,8.55,Core_Subject_1,72.82,Core_Subject_2,77.34,Laboratory,86.69,Workshop,60.85,Elective,68.07,62.42,6.24,B,72.81,Low_Risk
STU00145,Diya Malhotra,21,Male,Diploma,N/A,Polytechnic - Computer,Semester 8,85.44,4.52,62.44,5.26,10.0,2.87,5.01,Core_Subject_1,55.73,Core_Subject_2,69.96,Laboratory,65.13,Workshop,60.95,Elective,52.1,52.58,5.26,C,68.88,Low_Risk
STU00146,Ishita Joshi,23,Female,Engineering,N/A,Electrical,Semester 5,90.1,1.1,90.4,6.78,7.32,4.16,5.62,Engineering_Mathematics,44.4,Programming,69.98,Data_Structures,44.22,DBMS,53.14,Operating_Systems,42.07,55.63,5.56,C,65.06,Medium_Risk
STU00147,Zara Bansal,23,Other,Engineering,N/A,Computer Science,Semester 8,63.08,4.37,93.47,5.83,4.8,5.73,6.5,Engineering_Mathematics,71.14,Programming,58.37,Data_Structures,67.04,DBMS,54.32,Operating_Systems,62.02,51.67,5.17,C,67.33,Medium_Risk
STU00148,Sai Iyer,21,Female,Commerce,N/A,Banking,Semester 6,100.0,6.9,100.0,6.64,2.51,0.0,7.23,Accountancy,62.36,Business_Studies,74.77,Economics,56.94,Statistics,80.47,Elective,77.67,73.8,7.38,A,89.87,Low_Risk
STU00149,Nikhil Chopra,22,Male,Arts_Science,N/A,Physics,Semester 2,94.48,3.01,78.93,6.91,7.02,4.07,5.8,Core_Subject_1,56.29,Core_Subject_2,71.5,Core_Subject_3,56.65,Language,70.92,Elective,63.92,73.3,7.33,A,72.34,Low_Risk
STU00150,Krishna Nair,19,Female,Commerce,N/A,Economics,Semester 7,84.3,8.19,64.68,7.13,0.23,3.32,6.49,Accountancy,64.44,Business_Studies,62.57,Economics,53.42,Statistics,61.01,Elective,43.57,55.54,5.55,C,76.69,Low_Risk
STU00151,Yash Rao,19,Other,Engineering,N/A,Civil,Semester 7,70.37,6.92,48.18,8.22,5.15,1.34,6.62,Engineering_Mathematics,66.94,Programming,68.99,Data_Structures,74.71,DBMS,64.16,Operating_Systems,71.04,71.42,7.14,A,68.86,Low_Risk
STU00152,Diya Menon,17,Male,School,State_Board,General,Class 9,86.3,6.28,54.83,5.79,4.94,4.7,6.67,Mathematics,68.34,Science,68.62,Social_Science,61.3,English,60.59,Second_Language,59.67,62.0,6.2,B,72.79,Low_Risk
STU00153,Rahul Agarwal,23,Female,Arts_Science,N/A,Psychology,Semester 1,71.24,4.25,74.36,6.44,2.04,2.61,6.97,Core_Subject_1,55.35,Core_Subject_2,58.11,Core_Subject_3,42.72,Language,74.43,Elective,58.81,53.65,5.37,C,64.91,Medium_Risk
STU00154,Arjun Iyer,17,Male,Arts_Science,N/A,Mathematics,Semester 6,80.84,5.68,89.69,5.21,5.28,0.0,6.09,Core_Subject_1,55.2,Core_Subject_2,66.22,Core_Subject_3,45.76,Language,59.09,Elective,53.63,58.15,5.82,C,74.43,Low_Risk
STU00155,Aarav Malhotra,22,Other,Engineering,N/A,Electronics,Semester 8,60.8,3.57,73.84,5.53,7.31,2.84,5.65,Engineering_Mathematics,56.18,Programming,69.87,Data_Structures,51.17,DBMS,61.27,Operating_Systems,45.3,50.48,5.05,C,59.17,High_Risk
STU00156,Kavya Reddy,20,Other,Diploma,N/A,Polytechnic - Civil,Semester 5,87.59,6.06,56.83,6.08,2.1,2.41,7.42,Core_Subject_1,65.62,Core_Subject_2,63.64,Laboratory,54.08,Workshop,79.26,Elective,50.42,46.3,4.63,D,72.83,Low_Risk
STU00157,Sara Gupta,22,Other,Engineering,N/A,Civil,Semester 6,81.5,6.78,76.6,8.47,6.02,3.17,8.28,Engineering_Mathematics,76.79,Programming,76.8,Data_Structures,85.63,DBMS,70.63,Operating_Systems,82.45,70.22,7.02,A,80.42,Low_Risk
STU00158,Om Chopra,16,Male,School,ICSE,General,Class 11,76.31,8.84,100.0,6.57,6.13,2.65,8.34,Mathematics,67.88,Science,79.06,Social_Science,64.7,English,88.99,Second_Language,86.74,65.54,6.55,B,86.08,Low_Risk
STU00159,Varun Kumar,20,Male,Arts_Science,N/A,Psychology,Semester 6,81.32,1.83,49.01,4.29,7.03,7.53,8.67,Core_Subject_1,39.61,Core_Subject_2,50.27,Core_Subject_3,52.31,Language,47.97,Elective,44.37,45.45,4.54,D,54.58,High_Risk
STU00160,Karthik Kapoor,12,Female,School,State_Board,General,Class 12,92.67,7.55,90.61,8.23,7.54,3.93,7.02,Mathematics,67.69,Science,65.88,Social_Science,85.27,English,80.53,Second_Language,84.45,77.33,7.73,A,88.63,Low_Risk
STU00161,Neha Iyer,22,Other,Arts_Science,N/A,Psychology,Semester 8,82.1,8.26,70.56,7.22,7.15,1.33,7.56,Core_Subject_1,56.55,Core_Subject_2,83.69,Core_Subject_3,71.72,Language,71.75,Elective,74.5,66.91,6.69,B,80.76,Low_Risk
STU00162,Karthik Gupta,18,Male,Commerce,N/A,B.Com General,Semester 3,85.0,2.02,44.73,6.32,9.28,3.03,8.6,Accountancy,63.49,Business_Studies,50.63,Economics,59.26,Statistics,51.52,Elective,60.36,57.42,5.74,C,58.01,High_Risk
STU00163,Om Chopra,23,Male,Engineering,N/A,Computer Science,Semester 7,70.11,5.99,59.89,4.6,8.17,0.0,8.1,Engineering_Mathematics,57.86,Programming,67.78,Data_Structures,57.34,DBMS,55.93,Operating_Systems,66.57,64.54,6.45,B,66.77,Medium_Risk
STU00164,Aditi Patel,22,Male,Postgraduate,N/A,M.Sc Computer Science,Semester 3,89.43,6.45,80.9,6.38,4.72,0.0,7.34,Core_Subject_1,73.2,Core_Subject_2,59.93,Research_Methodology,87.62,Elective,69.73,Seminar,81.91,68.64,6.86,B,82.22,Low_Risk
STU00165,Vivaan Reddy,19,Other,Diploma,N/A,Polytechnic - Computer,Semester 3,100.0,5.74,66.84,10.0,5.1,2.26,4.59,Core_Subject_1,91.95,Core_Subject_2,89.36,Laboratory,88.02,Workshop,73.56,Elective,91.69,75.74,7.57,A,84.45,Low_Risk
STU00166,Zara Iyer,17,Male,Commerce,N/A,B.Com General,Semester 4,55.91,6.61,96.64,5.38,6.73,2.87,7.33,Accountancy,53.64,Business_Studies,72.86,Economics,82.14,Statistics,61.51,Elective,73.02,66.84,6.68,B,72.58,Low_Risk
STU00167,Sanjay Rao,22,Female,Commerce,N/A,Banking,Semester 6,76.57,7.61,78.51,4.35,2.73,6.73,6.78,Accountancy,52.4,Business_Studies,53.42,Economics,62.9,Statistics,67.21,Elective,66.18,59.18,5.92,C,76.62,Low_Risk
STU00168,Riya Kumar,17,Other,Diploma,N/A,Polytechnic - Civil,Semester 1,68.21,4.81,74.28,7.14,5.1,4.03,6.68,Core_Subject_1,48.1,Core_Subject_2,43.71,Laboratory,65.96,Workshop,69.87,Elective,38.09,66.24,6.62,B,64.04,Medium_Risk
STU00169,Priya Singh,20,Male,Arts_Science,N/A,English Literature,Semester 7,71.77,5.98,76.6,5.78,3.79,3.94,5.32,Core_Subject_1,78.21,Core_Subject_2,76.97,Core_Subject_3,50.77,Language,55.74,Elective,50.63,56.25,5.62,C,71.0,Low_Risk
STU00170,Shreya Pillai,19,Other,Commerce,N/A,B.Com General,Semester 8,70.37,3.16,83.92,6.13,5.62,4.59,6.72,Accountancy,58.58,Business_Studies,64.01,Economics,55.55,Statistics,54.83,Elective,65.01,58.52,5.85,C,64.21,Medium_Risk
STU00171,Nikhil Chopra,20,Other,Engineering,N/A,Civil,Semester 8,78.69,7.71,78.34,7.51,6.59,3.89,5.94,Engineering_Mathematics,91.29,Programming,67.73,Data_Structures,64.29,DBMS,81.29,Operating_Systems,58.55,62.56,6.26,B,80.65,Low_Risk
STU00172,Neha Chopra,19,Female,Arts_Science,N/A,English Literature,Semester 7,58.33,6.69,60.19,8.58,5.41,2.14,6.67,Core_Subject_1,72.45,Core_Subject_2,61.3,Core_Subject_3,57.31,Language,48.47,Elective,75.12,61.2,6.12,B,64.91,Medium_Risk
STU00173,Siddharth Nair,22,Female,Engineering,N/A,Electronics,Semester 4,92.06,6.38,65.65,4.35,6.88,4.49,8.32,Engineering_Mathematics,48.95,Programming,65.69,Data_Structures,46.81,DBMS,40.51,Operating_Systems,83.2,50.71,5.07,C,75.55,Low_Risk
STU00174,Neha Iyer,11,Male,School,State_Board,General,Class 7,73.8,8.05,66.88,7.66,2.9,3.06,4.74,Mathematics,62.57,Science,65.83,Social_Science,60.03,English,75.5,Second_Language,40.09,60.1,6.01,B,74.41,Low_Risk
STU00175,Tanvi Gupta,22,Male,Arts_Science,N/A,Physics,Semester 6,73.15,4.28,95.83,5.33,5.87,3.77,8.93,Core_Subject_1,63.17,Core_Subject_2,71.85,Core_Subject_3,57.54,Language,63.05,Elective,64.33,54.14,5.41,C,71.48,Low_Risk
STU00176,Tanvi Desai,18,Female,Engineering,N/A,Electrical,Semester 1,98.6,5.39,84.98,6.28,5.33,3.06,5.1,Engineering_Mathematics,68.02,Programming,84.41,Data_Structures,45.85,DBMS,96.31,Operating_Systems,62.98,63.86,6.39,B,82.87,Low_Risk
STU00177,Priya Chopra,18,Male,Engineering,N/A,Electrical,Semester 3,65.06,4.82,66.24,7.13,3.45,4.83,5.36,Engineering_Mathematics,65.78,Programming,51.83,Data_Structures,76.13,DBMS,64.73,Operating_Systems,47.89,48.29,4.83,D,63.39,Medium_Risk
STU00178,Aadhya Verma,20,Female,Commerce,N/A,B.Com General,Semester 2,84.15,2.07,79.63,5.72,8.95,4.05,8.51,Accountancy,53.21,Business_Studies,48.84,Economics,53.75,Statistics,41.73,Elective,33.39,59.16,5.92,C,62.09,Medium_Risk
STU00179,Sai Rao,23,Other,Arts_Science,N/A,Psychology,Semester 8,84.17,6.15,86.59,4.06,5.51,0.16,10.0,Core_Subject_1,43.85,Core_Subject_2,46.59,Core_Subject_3,87.73,Language,52.56,Elective,42.09,56.34,5.63,C,75.79,Low_Risk
STU00180,Rohan Chopra,29,Male,Postgraduate,N/A,MBA,Semester 1,75.89,2.49,86.65,6.52,7.87,4.98,5.05,Core_Subject_1,44.02,Core_Subject_2,54.98,Research_Methodology,69.36,Elective,65.32,Seminar,73.85,60.71,6.07,B,65.48,Medium_Risk
STU00181,Krishna Nair,17,Female,Engineering,N/A,Mechanical,Semester 7,82.57,6.28,97.5,6.42,8.75,0.0,6.83,Engineering_Mathematics,67.85,Programming,92.97,Data_Structures,68.31,DBMS,50.02,Operating_Systems,77.55,65.12,6.51,B,81.93,Low_Risk
STU00182,Pooja Agarwal,23,Other,Engineering,N/A,Electronics,Semester 3,76.89,3.11,55.1,4.83,4.7,1.33,4.87,Engineering_Mathematics,57.72,Programming,66.54,Data_Structures,58.8,DBMS,56.01,Operating_Systems,63.19,51.19,5.12,C,60.82,High_Risk
STU00183,Navya Chopra,14,Female,School,CBSE,General,Class 12,65.39,5.72,96.74,5.05,6.6,1.33,6.5,Mathematics,60.31,Science,62.46,Social_Science,58.05,English,53.5,Second_Language,72.93,71.73,7.17,A,71.91,Low_Risk
STU00184,Aadhya Malhotra,21,Other,Arts_Science,N/A,Chemistry,Semester 5,69.11,7.25,80.87,6.91,7.44,6.85,7.12,Core_Subject_1,73.2,Core_Subject_2,73.78,Core_Subject_3,67.7,Language,63.15,Elective,48.36,56.22,5.62,C,74.79,Low_Risk
STU00185,Meera Menon,19,Other,Commerce,N/A,Economics,Semester 4,64.08,3.83,85.16,7.45,4.48,3.72,9.76,Accountancy,58.14,Business_Studies,60.66,Economics,60.24,Statistics,43.96,Elective,59.59,53.83,5.38,C,63.17,Medium_Risk
STU00186,Nikhil Sharma,18,Female,Commerce,N/A,Accounting & Finance,Semester 4,85.19,3.66,84.87,7.1,7.82,4.83,7.67,Accountancy,65.39,Business_Studies,71.37,Economics,60.31,Statistics,64.67,Elective,63.91,52.31,5.23,C,72.23,Low_Risk
STU00187,Meera Sharma,20,Female,Arts_Science,N/A,Mathematics,Semester 6,64.19,3.07,24.37,5.73,5.17,2.38,8.34,Core_Subject_1,59.26,Core_Subject_2,52.92,Core_Subject_3,46.86,Language,33.47,Elective,69.3,44.66,4.47,D,48.1,High_Risk
STU00188,Reyansh Verma,22,Female,Engineering,N/A,Computer Science,Semester 4,87.15,6.52,82.29,6.15,7.19,3.74,5.89,Engineering_Mathematics,82.71,Programming,62.7,Data_Structures,86.64,DBMS,70.87,Operating_Systems,69.62,70.27,7.03,A,81.88,Low_Risk
STU00189,Aditi Malhotra,11,Female,School,ICSE,General,Class 7,70.82,3.26,61.73,7.67,3.9,4.11,7.87,Mathematics,63.36,Science,55.3,Social_Science,55.4,English,53.96,Second_Language,53.2,51.01,5.1,C,59.34,High_Risk
STU00190,Riya Kapoor,18,Other,Diploma,N/A,Polytechnic - Mechanical,Semester 5,78.1,12.0,79.42,5.89,8.98,0.0,7.02,Core_Subject_1,95.04,Core_Subject_2,60.09,Laboratory,92.64,Workshop,66.69,Elective,74.44,77.55,7.76,A,82.66,Low_Risk
STU00191,Shreya Verma,23,Male,Commerce,N/A,Accounting & Finance,Semester 5,86.93,1.97,69.71,6.99,3.61,1.35,6.78,Accountancy,69.61,Business_Studies,65.6,Economics,47.7,Statistics,57.22,Elective,52.3,54.0,5.4,C,63.93,Medium_Risk
STU00192,Sanjay Kapoor,26,Male,Postgraduate,N/A,M.Sc Computer Science,Semester 1,79.62,5.61,81.59,5.91,4.47,7.64,8.2,Core_Subject_1,71.38,Core_Subject_2,58.46,Research_Methodology,54.93,Elective,36.14,Seminar,59.92,46.07,4.61,D,72.25,Low_Risk
STU00193,Ananya Kapoor,17,Other,Engineering,N/A,Electronics,Semester 6,80.11,6.66,95.32,5.95,6.07,4.0,7.62,Engineering_Mathematics,65.48,Programming,85.75,Data_Structures,80.17,DBMS,71.92,Operating_Systems,88.52,61.57,6.16,B,83.36,Low_Risk
STU00194,Varun Singh,22,Female,Engineering,N/A,Computer Science,Semester 1,71.31,6.7,96.09,7.63,3.98,6.22,8.5,Engineering_Mathematics,73.96,Programming,69.18,Data_Structures,73.47,DBMS,54.66,Operating_Systems,61.89,63.74,6.37,B,77.59,Low_Risk
